entity,occurrence
interleukin-19,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:9
interleukin-19,184360:Aceis And Arbs ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:34
interleukin-6,214924:Conclusion:28
interleukin-6,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:9
interleukin-6,184360:Sdpp4 As Soluble Decoy Factor ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:53
interleukin-6,99569:Abstract:1
interleukin-6,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:25
interleukin-6,211125:Caption:31
interleukin-6,114119:Abstract:1
interleukin-6,211125:Risk Factors For Poor Outcomes In Covid-19:21
interleukin-6,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
interleukin-6,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
interleukin-6,211125:Abstract:1
interleukin-6,211125:Discussion:23
interleukin-6,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:45
interleukin-6,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:19
interleukin-6,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:30
interleukin-6,214924:Abstract:1
interleukin-6,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:27
interleukin-6,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:10
interleukin-6,184360:Aceis And Arbs ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:34
interleukin-6,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:18
interleukin-8,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:30
interleukin-8,211125:Caption:31
interleukin-8,211125:Data Collection:11
interleukin-8,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:19
islet of langerhans,211125:Discussion:25
islet of langerhans,179426:Effect Of Sars Cov-2 On Blood Glucose ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:11
iv,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
iv,184360:Funding:66
iv,184360:Author Contributions:65
janus bifrons,151932:Title:0
janus bifrons,211373:Title:0
kidney,211125:Discussion:25
kidney,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:15
kidney,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:17
kidney,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:40
kidney,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:45
kidney,197804:Discussion:49
kidney,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:16
kidney,184360:Rhace2 As Decoy Factor ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:37
kidney,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:18
leucopenia,211373:Introduction:4
leucopenia,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:51
leukopenia,99569:Abstract:1
leukopenia,211125:Abstract:1
liver,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
liver,211125:Data Collection:11
liver,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:18
liver,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:24
lower respiratory tract infection,214924:Introduction:3
lower respiratory tract infection,214924:Introduction:6
lower respiratory tract infection,197804:Discussion:53
lower respiratory tract infection,211125:Discussion:27
lung,211125:Discussion:25
lung,179426:Role Of Ace/Arbs ::: Special Aspects Of Management Of Diabetes With Covid-19:20
lung,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:15
lung,197804:Introduction:4
lung,184360:Conclusion:62
lung,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:9
lung,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:6
lung,184360:Rhace2 As Decoy Factor ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:38
lung,211373:Introduction:6
lung,184360:Cardiovascular Effects Of Ace-Ang Ii-At1R Axis Upregulation And Ang-(1-7)/Mas Axis Dowregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:22
lung,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:17
lung,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:16
lung,184360:Ang-(1-7) Analogues ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:36
lung,211125:Discussion:27
lung,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
lung,197804:Discussion:53
lung,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:13
lung,184360:Caption:71
lung,214924:The Protective Role Of Angiotensin-Converting Enzyme 2 Against Lung Injury ::: Covid-19 Pathogenesis:11
lung,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:15
lung,211373:Introduction:5
lung,184360:Ang-(1-7) Analogues ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:35
lung,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:7
lung,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
lung,184360:Aceis And Arbs ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:33
lung,211125:Discussion:24
lung,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:12
lung,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:10
lymphocyte,104188:Abstract:1
lymphocyte,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
lymphocyte,211125:Introduction:6
lymphocyte,211125:Caption:31
lymphocyte,214728:Cap Community-Acquired Pneumonia Covid-19 Coronavirus Disease-2019:6
lymphocyte,35198:Abstract:1
lymphopenia,211125:Discussion:23
lymphopenia,99569:Abstract:1
lymphopenia,214924:Introduction:6
lymphopenia,211125:Abstract:1
m protein,211373:Introduction:6
m protein,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:29
macrophage,211125:Introduction:6
macrophage,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:16
macrophage,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:47
macrophage,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:17
macrophage,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:6
mellitus,214924:Caption:31
mellitus,214728:Cap Community-Acquired Pneumonia Covid-19 Coronavirus Disease-2019:9
metformin,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
metformin,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:24
metformin,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
metformin,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:26
metformin,179426:Glycemic Control ::: Special Aspects Of Management Of Diabetes With Covid-19:17
middle east respiratory syndrome,211125:Introduction:6
middle east respiratory syndrome,184360:Conclusion:63
middle east respiratory syndrome,211373:Introduction:5
middle east respiratory syndrome,211125:Discussion:24
middle east respiratory syndrome,211373:Introduction:7
middle east respiratory syndrome,179426:Association Of Diabetes With Acute Viral Pandemics In The Past:5
middle east respiratory syndrome coronavirus,214924:Introduction:2
middle east respiratory syndrome coronavirus,151932:Abstract:1
middle east respiratory syndrome coronavirus,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:47
middle east respiratory syndrome coronavirus,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:25
middle east respiratory syndrome coronavirus,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:19
middle east respiratory syndrome coronavirus,211373:Introduction:7
middle east respiratory syndrome coronavirus,160564:Introduction:2
middle east respiratory syndrome coronavirus,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:18
middle east respiratory syndrome coronavirus,211373:Abstract:1
middle east respiratory syndrome coronavirus,184360:Abstract:1
middle east respiratory syndrome coronavirus,184360:Anti-Dpp4 Vaccine ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:55
middle east respiratory syndrome coronavirus,211125:Introduction:3
middle east respiratory syndrome coronavirus,179426:Association Of Diabetes With Acute Viral Pandemics In The Past:5
middle east respiratory syndrome coronavirus,211373:Introduction:3
middle east respiratory syndrome coronavirus,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
middle east respiratory syndrome coronavirus,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:21
middle east respiratory syndrome coronavirus,211373:Introduction:5
middle east respiratory syndrome coronavirus,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
middle east respiratory syndrome coronavirus,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:49
middle east respiratory syndrome coronavirus,211125:Discussion:24
middle east respiratory syndrome coronavirus,184360:Sdpp4 As Soluble Decoy Factor ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:52
millimole per liter,104188:Abstract:1
millimole per liter,35198:Abstract:1
molecule,211373:Introduction:4
molecule,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:45
mouse,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:26
mouse,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
mouse,179426:Role Of Ace/Arbs ::: Special Aspects Of Management Of Diabetes With Covid-19:20
mouse,184360:Cardiovascular Effects Of Ace-Ang Ii-At1R Axis Upregulation And Ang-(1-7)/Mas Axis Dowregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:22
mouse,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
mouse,184360:Conclusion:63
mouse,184360:Aceis And Arbs ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:33
mouse,184360:Anti-Dpp4 Vaccine ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:55
mouse,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:19
mouse,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:50
mouse,211125:Discussion:24
mouse,211373:Introduction:5
mouse,184360:Cardiovascular Effects Of Ace-Ang Ii-At1R Axis Upregulation And Ang-(1-7)/Mas Axis Dowregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:21
mouse,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:44
multi-organ dysfunction,214924:Introduction:6
multi-organ dysfunction,179426:Morbidity And Mortality In Diabetic Cohorts With Covid-19:10
muscle,197804:Introduction:2
muscle,211125:General Characteristics Of Patients With Covid-19:17
myalgia,197804:Discussion:47
myalgia,160564:Introduction:3
myocardium,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:9
myocardium,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:15
neoplasm,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:25
neoplasm,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:9
nephropathy,197804:Management Of Children And Young People With Diabetes Mellitus That Were Covid-19 Positive:28
nephropathy,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:16
neutrophil,104188:Abstract:1
neutrophil,214924:Diabetes Mellitus And Covid-19: In The Eye Of The “Cytokine Storm” ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:20
neutrophil,211125:Introduction:6
neutrophil,214924:The Protective Role Of Angiotensin-Converting Enzyme 2 Against Lung Injury ::: Covid-19 Pathogenesis:11
neutrophil,211125:Caption:31
neutrophil,35198:Abstract:1
obesity,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:24
obesity,184360:Diabetes As Promoter Of Severity And Mortality In Covid-19 ::: Introduction:3
obesity,184360:Conclusion:63
obesity,184360:Caption:71
obesity,78884:Abstract:1
obesity,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:11
obesity,184360:Diabetes As Promoter Of Severity And Mortality In Covid-19 ::: Introduction:4
obesity,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:25
obesity,211125:Introduction:5
obesity,214924:Introduction:6
obesity,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:24
obesity,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:27
obesity,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:14
obesity,184360:Diabetes As Promoter Of Severity And Mortality In Covid-19 ::: Introduction:5
oral cavity,211125:Study Design And Participants:8
oral cavity,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
oral cavity,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:41
oral cavity,179426:Glycemic Control ::: Special Aspects Of Management Of Diabetes With Covid-19:18
oral cavity,197804:Discussion:39
oral cavity,211125:Caption:31
oral cavity,179426:Glycemic Control ::: Special Aspects Of Management Of Diabetes With Covid-19:17
oral cavity,211125:Discussion:27
organ,211125:General Characteristics Of Patients With Covid-19:18
organ,211125:Discussion:29
organ,211125:Study Design And Participants:10
organ,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:18
oxygen,197804:Discussion:41
oxygen,211125:Study Design And Participants:9
person,214924:Introduction:4
person,214728:Cap Community-Acquired Pneumonia Covid-19 Coronavirus Disease-2019:1
person,197804:Discussion:50
person,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:11
person,197804:Caption:67
person,197804:Discussion:33
person,214924:Diabetes Mellitus: A Risk Factor For The Progression Of Covid-19:13
plasma,184360:Sdpp4 As Soluble Decoy Factor ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:53
plasma,184360:Anti-Dpp4 Vaccine ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:55
plasma,211125:Introduction:7
plasma,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:10
plasma,184360:Aceis And Arbs ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:34
plasma,214924:Diabetes Mellitus: A Risk Factor For The Progression Of Covid-19:13
plasmid,214924:Diabetes Mellitus: A Risk Factor For The Progression Of Covid-19:13
plasmid,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:29
pneumonia,214924:Diabetes Mellitus: A Risk Factor For The Progression Of Covid-19:13
pneumonia,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
pneumonia,211125:Discussion:23
pneumonia,214924:Introduction:3
pneumonia,184360:Aceis And Arbs ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:33
pneumonia,160564:Introduction:3
pneumonia,214924:Introduction:6
pneumonia,"179426:Role Of Statins, Calcium Channel Blockers And Aspirin ::: Special Aspects Of Management Of Diabetes With Covid-19:21"
pneumonia,"179426:Role Of Statins, Calcium Channel Blockers And Aspirin ::: Special Aspects Of Management Of Diabetes With Covid-19:22"
pneumonia,114119:Abstract:1
pneumonia,197804:Discussion:41
pneumonia,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:16
pneumonia,197804:Discussion:42
pneumonia,214728:Cap Community-Acquired Pneumonia Covid-19 Coronavirus Disease-2019:3
pneumonia,179426:Morbidity And Mortality In Diabetic Cohorts With Covid-19:10
prognosis,104188:Title:0
prognosis,35198:Title:0
proliferation,184360:Sdpp4 As Soluble Decoy Factor ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:53
proliferation,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:43
proliferation,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:22
proliferation,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:26
proliferation,184360:Anti-Dpp4 Vaccine ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:55
proliferation,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:25
proliferation,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:50
proliferation,211125:Discussion:24
proliferation,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:10
proliferation,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:30
pulmonary,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:9
pulmonary,184360:Rhace2 As Decoy Factor ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:38
pulmonary,184360:Cardiovascular Effects Of Ace-Ang Ii-At1R Axis Upregulation And Ang-(1-7)/Mas Axis Dowregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:22
pulmonary,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:13
pulmonary,179426:Role Of Antidiabetic Drugs In Current Context ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:12
pulmonary,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:17
pulmonary,214924:The Protective Role Of Angiotensin-Converting Enzyme 2 Against Lung Injury ::: Covid-19 Pathogenesis:11
pulmonary,211373:Introduction:5
pulmonary,214924:Introduction:6
pulmonary,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:9
pulmonary,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:6
pulmonary,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:7
rbd,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:15
rbd,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:8
rbd,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:17
receptor binding,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:15
receptor binding,197804:Discussion:53
renal,184360:Combined Therapeutic Potential Targeting Raas And Dpp4:57
renal,211125:Data Collection:11
renal,211125:Study Design And Participants:9
renal,184360:Cardiovascular Effects Of Ace-Ang Ii-At1R Axis Upregulation And Ang-(1-7)/Mas Axis Dowregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:21
renal,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:14
renal,184360:Combined Therapeutic Potential Targeting Raas And Dpp4:59
respiratory failure,214924:Introduction:6
respiratory failure,211125:Study Design And Participants:10
respiratory system,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:16
respiratory system,211373:Introduction:4
respiratory system,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:51
respiratory system,184360:Abstract:1
sars coronavirus,211125:Discussion:25
sars coronavirus,179426:Role Of Ace/Arbs ::: Special Aspects Of Management Of Diabetes With Covid-19:20
sars coronavirus,151932:Abstract:1
sars coronavirus,211373:Introduction:7
sars coronavirus,211373:Introduction:2
sars coronavirus,160564:Introduction:2
sars coronavirus,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:6
sars coronavirus,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:14
sars coronavirus,211373:Abstract:1
sars coronavirus,184360:Cardiovascular Effects Of Ace-Ang Ii-At1R Axis Upregulation And Ang-(1-7)/Mas Axis Dowregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:22
sars coronavirus,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:16
sars coronavirus,211125:Introduction:3
sars coronavirus,197804:Caption:69
sars coronavirus,"179426:Role Of Statins, Calcium Channel Blockers And Aspirin ::: Special Aspects Of Management Of Diabetes With Covid-19:21"
sars coronavirus,184360:Diabetes As Promoter Of Severity And Mortality In Covid-19 ::: Introduction:2
sars coronavirus,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:17
sars coronavirus,211373:Introduction:3
sars coronavirus,214924:Diabetes Mellitus: A Risk Factor For The Progression Of Covid-19:13
sars coronavirus,211125:Discussion:27
sars coronavirus,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:15
sars coronavirus,211373:Introduction:5
sars coronavirus,179426:Role Of Dpp4 Enzyme And Dpp4 Inhibitors ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:13
sars coronavirus,184360:Aceis And Arbs ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:33
sars coronavirus,179426:Effect Of Sars Cov-2 On Blood Glucose ::: Special Aspects Of Pathophysiology Of Diabetes And Relationship Of Anti-Diabetic Drugs In The Context Of Covid-19:11
sars coronavirus,211125:Discussion:24
sars coronavirus,179426:Glycemic Control ::: Special Aspects Of Management Of Diabetes With Covid-19:17
sars-cov-2,214924:Introduction:4
sars-cov-2,184360:Pathophysiology Of Covid-19: Pulmonar And Cardiovascular Complications ::: Introduction:9
sars-cov-2,211125:Discussion:25
sars-cov-2,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:15
sars-cov-2,214924:Introduction:2
sars-cov-2,214924:Conclusion:28
sars-cov-2,151932:Abstract:1
sars-cov-2,184360:Gliptins ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:47
sars-cov-2,211373:Title:0
sars-cov-2,214924:The Interplay Between Covid-19 And Ampk/Mtor Signaling Pathway In Diabetes Mellitus ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:25
sars-cov-2,211373:Introduction:7
sars-cov-2,211373:Introduction:2
sars-cov-2,184360:Cardiovascular Effects Of Sdpp4 Upregulation ::: Raas And Sdpp4 In Diabetes And Other Comorbidities:29
sars-cov-2,214924:The Immune Response To Sars-Cov-2 ::: Covid-19 Pathogenesis:9
sars-cov-2,184360:Mechanisms Of Sars-Cov-2 Entry Into Host Cells:18
sars-cov-2,211373:Abstract:1
sars-cov-2,184360:Abstract:1
sars-cov-2,184360:Rhace2 As Decoy Factor ::: Therapeutic Potential Of Raas-Targeted Drugs In Diabetic Patients With Covid-19:38
sars-cov-2,214924:The Protective Role Of Angiotensin-Converting Enzyme 2 Against Lung Injury ::: Covid-19 Pathogenesis:12
sars-cov-2,211125:Study Design And Participants:8
sars-cov-2,184360:Sdpp4 As Soluble Decoy Factor ::: Therapeutic Potential Of Targeting Dpp4 In Diabetic Patients With Covid-19:52
sars-cov-2,214924:Angiotensin-Converting Enzyme 2 Expression In Diabetes Mellitus And Its Role In Covid-19 Infectivity ::: Elucidating The Crosstalk Between Covid-19 And Diabetes Mellitus:17
sars-cov-2,197804:Discussion:58
sars-cov-2,214924:Introduction:3
